JDTDB;Calendar Date (TDB);X;Y;Z;VX;VY;VZ
2465087.333; A.D. 2037-Jan-28 20:00:00.0000;-0.229448714;-0.40004514;-0.011660038;0.018730314;-0.0126512;-0.00275147
2465087.417; A.D. 2037-Jan-28 22:00:00.0000;-0.22788546;-0.401095218;-0.011889204;0.018787722;-0.012550636;-0.002748514
2465087.5; A.D. 2037-Jan-29 00:00:00.0000;-0.22631744;-0.402136908;-0.012118122;0.018844684;-0.012449902;-0.002745503
2465087.583; A.D. 2037-Jan-29 02:00:00.0000;-0.224744691;-0.403170197;-0.012346787;0.018901201;-0.012349;-0.002742438
2465087.667; A.D. 2037-Jan-29 04:00:00.0000;-0.223167252;-0.40419507;-0.012575194;0.018957273;-0.01224793;-0.002739318
2465087.75; A.D. 2037-Jan-29 06:00:00.0000;-0.221585158;-0.405211514;-0.012803338;0.0190129;-0.012146695;-0.002736144
2465087.833; A.D. 2037-Jan-29 08:00:00.0000;-0.219998447;-0.406219514;-0.013031216;0.019068083;-0.012045294;-0.002732915
2465087.917; A.D. 2037-Jan-29 10:00:00.0000;-0.218407157;-0.407219058;-0.013258823;0.019122821;-0.01194373;-0.002729633
2465088; A.D. 2037-Jan-29 12:00:00.0000;-0.216811323;-0.408210132;-0.013486153;0.019177116;-0.011842004;-0.002726296
2465088.083; A.D. 2037-Jan-29 14:00:00.0000;-0.215210983;-0.409192721;-0.013713204;0.019230967;-0.011740117;-0.002722906
2465088.167; A.D. 2037-Jan-29 16:00:00.0000;-0.213606174;-0.410166813;-0.013939969;0.019284375;-0.011638069;-0.002719462
2465088.25; A.D. 2037-Jan-29 18:00:00.0000;-0.211996933;-0.411132395;-0.014166446;0.019337339;-0.011535862;-0.002715964
2465088.333; A.D. 2037-Jan-29 20:00:00.0000;-0.210383296;-0.412089453;-0.014392629;0.019389861;-0.011433498;-0.002712413
2465088.417; A.D. 2037-Jan-29 22:00:00.0000;-0.208765302;-0.413037974;-0.014618513;0.01944194;-0.011330977;-0.002708808
2465088.5; A.D. 2037-Jan-30 00:00:00.0000;-0.207142985;-0.413977945;-0.014844095;0.019493577;-0.011228301;-0.00270515
2465088.583; A.D. 2037-Jan-30 02:00:00.0000;-0.205516384;-0.414909353;-0.01506937;0.019544771;-0.01112547;-0.002701439
2465088.667; A.D. 2037-Jan-30 04:00:00.0000;-0.203885536;-0.415832185;-0.015294334;0.019595524;-0.011022486;-0.002697675
